Time in s;CH 2 BITBUS;Time in 250ns TICS;Delta TICs;TIME in ps;Delta in ps;;
0.00151236;0;6049;10;1512360;2680;"#2680 com_rxin = 0;";
0.001515012;1;6060;11;1515012;2652;"#2652 com_rxin = 1;";
0.001517696;0;6071;11;1517696;2684;"#2684 com_rxin = 0;";
0.001520344;1;6081;10;1520344;2648;"#2648 com_rxin = 1;";
0.001523028;0;6092;11;1523028;2684;"#2684 com_rxin = 0;";
0.00152568;1;6103;11;1525680;2652;"#2652 com_rxin = 1;";
0.00152836;0;6113;10;1528360;2680;"#2680 com_rxin = 0;";
0.001531012;1;6124;11;1531012;2652;"#2652 com_rxin = 1;";
0.001533696;0;6135;11;1533696;2684;"#2684 com_rxin = 0;";
0.001536344;1;6145;10;1536344;2648;"#2648 com_rxin = 1;";
0.001539028;0;6156;11;1539028;2684;"#2684 com_rxin = 0;";
0.00154168;1;6167;11;1541680;2652;"#2652 com_rxin = 1;";
0.001544364;0;6177;10;1544364;2684;"#2684 com_rxin = 0;";
0.001547012;1;6188;11;1547012;2648;"#2648 com_rxin = 1;";
0.001549696;0;6199;11;1549696;2684;"#2684 com_rxin = 0;";
0.001555012;1;6220;21;1555012;5316;"#5316 com_rxin = 1;";
0.001557696;0;6231;11;1557696;2684;"#2684 com_rxin = 0;";
0.00156568;1;6263;32;1565680;7984;"#7984 com_rxin = 1;";
0.001568364;0;6273;10;1568364;2684;"#2684 com_rxin = 0;";
0.001571012;1;6284;11;1571012;2648;"#2648 com_rxin = 1;";
0.001573696;0;6295;11;1573696;2684;"#2684 com_rxin = 0;";
0.001576344;1;6305;10;1576344;2648;"#2648 com_rxin = 1;";
0.001579028;0;6316;11;1579028;2684;"#2684 com_rxin = 0;";
0.00158168;1;6327;11;1581680;2652;"#2652 com_rxin = 1;";
0.001584364;0;6337;10;1584364;2684;"#2684 com_rxin = 0;";
0.001587012;1;6348;11;1587012;2648;"#2648 com_rxin = 1;";
0.001589696;0;6359;11;1589696;2684;"#2684 com_rxin = 0;";
0.001592344;1;6369;10;1592344;2648;"#2648 com_rxin = 1;";
0.001597696;0;6391;22;1597696;5352;"#5352 com_rxin = 0;";
0.001600344;1;6401;10;1600344;2648;"#2648 com_rxin = 1;";
0.001605696;0;6423;22;1605696;5352;"#5352 com_rxin = 0;";
0.001619012;1;6476;53;1619012;13316;"#13316 com_rxin = 1;";
0.001621696;0;6487;11;1621696;2684;"#2684 com_rxin = 0;";
0.001624344;1;6497;10;1624344;2648;"#2648 com_rxin = 1;";
0.001627028;0;6508;11;1627028;2684;"#2684 com_rxin = 0;";
0.00162968;1;6519;11;1629680;2652;"#2652 com_rxin = 1;";
0.00164036;0;6561;42;1640360;10680;"#10680 com_rxin = 0;";
0.001643012;1;6572;11;1643012;2652;"#2652 com_rxin = 1;";
0.001645696;0;6583;11;1645696;2684;"#2684 com_rxin = 0;";
0.001651012;1;6604;21;1651012;5316;"#5316 com_rxin = 1;";
0.001659028;0;6636;32;1659028;8016;"#8016 com_rxin = 0;";
0.00166168;1;6647;11;1661680;2652;"#2652 com_rxin = 1;";
0.001664364;0;6657;10;1664364;2684;"#2684 com_rxin = 0;";
0.001667012;1;6668;11;1667012;2648;"#2648 com_rxin = 1;";
0.001669696;0;6679;11;1669696;2684;"#2684 com_rxin = 0;";
0.001672344;1;6689;10;1672344;2648;"#2648 com_rxin = 1;";
0.001675028;0;6700;11;1675028;2684;"#2684 com_rxin = 0;";
0.00167768;1;6711;11;1677680;2652;"#2652 com_rxin = 1;";
0.00168036;0;6721;10;1680360;2680;"#2680 com_rxin = 0;";
0.001683012;1;6732;11;1683012;2652;"#2652 com_rxin = 1;";
0.001685696;0;6743;11;1685696;2684;"#2684 com_rxin = 0;";
0.001688344;1;6753;10;1688344;2648;"#2648 com_rxin = 1;";
0.001691028;0;6764;11;1691028;2684;"#2684 com_rxin = 0;";
0.00169368;1;6775;11;1693680;2652;"#2652 com_rxin = 1;";
0.00169636;0;6785;10;1696360;2680;"#2680 com_rxin = 0;";
0.001699012;1;6796;11;1699012;2652;"#2652 com_rxin = 1;";
0.001701696;0;6807;11;1701696;2684;"#2684 com_rxin = 0;";
0.001712344;1;6849;42;1712344;10648;"#10648 com_rxin = 1;";
0.001715028;0;6860;11;1715028;2684;"#2684 com_rxin = 0;";
0.00171768;1;6871;11;1717680;2652;"#2652 com_rxin = 1;";
0.00172036;0;6881;10;1720360;2680;"#2680 com_rxin = 0;";
0.001723012;1;6892;11;1723012;2652;"#2652 com_rxin = 1;";
0.001725696;0;6903;11;1725696;2684;"#2684 com_rxin = 0;";
0.001728344;1;6913;10;1728344;2648;"#2648 com_rxin = 1;";
0.001731028;0;6924;11;1731028;2684;"#2684 com_rxin = 0;";
0.001736344;1;6945;21;1736344;5316;"#5316 com_rxin = 1;";
0.001741696;0;6967;22;1741696;5352;"#5352 com_rxin = 0;";
0.001747012;1;6988;21;1747012;5316;"#5316 com_rxin = 1;";
0.001749696;0;6999;11;1749696;2684;"#2684 com_rxin = 0;";
0.001755012;1;7020;21;1755012;5316;"#5316 com_rxin = 1;";
0.001763028;0;7052;32;1763028;8016;"#8016 com_rxin = 0;";
0.00176568;1;7063;11;1765680;2652;"#2652 com_rxin = 1;";
0.001768364;0;7073;10;1768364;2684;"#2684 com_rxin = 0;";
0.001771012;1;7084;11;1771012;2648;"#2648 com_rxin = 1;";
0.001773696;0;7095;11;1773696;2684;"#2684 com_rxin = 0;";
0.001776344;1;7105;10;1776344;2648;"#2648 com_rxin = 1;";
0.001779028;0;7116;11;1779028;2684;"#2684 com_rxin = 0;";
0.00178168;1;7127;11;1781680;2652;"#2652 com_rxin = 1;";
0.001784364;0;7137;10;1784364;2684;"#2684 com_rxin = 0;";
0.00178968;1;7159;22;1789680;5316;"#5316 com_rxin = 1;";
0.001792364;0;7169;10;1792364;2684;"#2684 com_rxin = 0;";
0.00179768;1;7191;22;1797680;5316;"#5316 com_rxin = 1;";
0.001800364;0;7201;10;1800364;2684;"#2684 com_rxin = 0;";
0.001803012;1;7212;11;1803012;2648;"#2648 com_rxin = 1;";
0.001805696;0;7223;11;1805696;2684;"#2684 com_rxin = 0;";
0.00182168;1;7287;64;1821680;15984;"#15984 com_rxin = 1;";
0.001827028;0;7308;21;1827028;5348;"#5348 com_rxin = 0;";
0.00182968;1;7319;11;1829680;2652;"#2652 com_rxin = 1;";
0.001837696;0;7351;32;1837696;8016;"#8016 com_rxin = 0;";
0.001843012;1;7372;21;1843012;5316;"#5316 com_rxin = 1;";
0.001845696;0;7383;11;1845696;2684;"#2684 com_rxin = 0;";
0.001848344;1;7393;10;1848344;2648;"#2648 com_rxin = 1;";
0.001851028;0;7404;11;1851028;2684;"#2684 com_rxin = 0;";
0.001856348;1;7425;21;1856348;5320;"#5320 com_rxin = 1;";
0.001859028;0;7436;11;1859028;2680;"#2680 com_rxin = 0;";
0.00186168;1;7447;11;1861680;2652;"#2652 com_rxin = 1;";
0.001864364;0;7457;10;1864364;2684;"#2684 com_rxin = 0;";
0.001867012;1;7468;11;1867012;2648;"#2648 com_rxin = 1;";
0.001869696;0;7479;11;1869696;2684;"#2684 com_rxin = 0;";
0.001872344;1;7489;10;1872344;2648;"#2648 com_rxin = 1;";
0.001875028;0;7500;11;1875028;2684;"#2684 com_rxin = 0;";
0.00187768;1;7511;11;1877680;2652;"#2652 com_rxin = 1;";
0.001880364;0;7521;10;1880364;2684;"#2684 com_rxin = 0;";
0.001891012;1;7564;43;1891012;10648;"#10648 com_rxin = 1;";
0.001893696;0;7575;11;1893696;2684;"#2684 com_rxin = 0;";
0.001896344;1;7585;10;1896344;2648;"#2648 com_rxin = 1;";
0.001899028;0;7596;11;1899028;2684;"#2684 com_rxin = 0;";
0.001904344;1;7617;21;1904344;5316;"#5316 com_rxin = 1;";
0.001907028;0;7628;11;1907028;2684;"#2684 com_rxin = 0;";
0.00190968;1;7639;11;1909680;2652;"#2652 com_rxin = 1;";
0.001912364;0;7649;10;1912364;2684;"#2684 com_rxin = 0;";
0.001915012;1;7660;11;1915012;2648;"#2648 com_rxin = 1;";
0.001917696;0;7671;11;1917696;2684;"#2684 com_rxin = 0;";
0.001920344;1;7681;10;1920344;2648;"#2648 com_rxin = 1;";
0.001923028;0;7692;11;1923028;2684;"#2684 com_rxin = 0;";
0.001928348;1;7713;21;1928348;5320;"#5320 com_rxin = 1;";
0.001931028;0;7724;11;1931028;2680;"#2680 com_rxin = 0;";
0.00193368;1;7735;11;1933680;2652;"#2652 com_rxin = 1;";
0.001936364;0;7745;10;1936364;2684;"#2684 com_rxin = 0;";
0.001939012;1;7756;11;1939012;2648;"#2648 com_rxin = 1;";
0.001941696;0;7767;11;1941696;2684;"#2684 com_rxin = 0;";
0.001944344;1;7777;10;1944344;2648;"#2648 com_rxin = 1;";
0.001947028;0;7788;11;1947028;2684;"#2684 com_rxin = 0;";
0.00194968;1;7799;11;1949680;2652;"#2652 com_rxin = 1;";
0.001952364;0;7809;10;1952364;2684;"#2684 com_rxin = 0;";
0.001955012;1;7820;11;1955012;2648;"#2648 com_rxin = 1;";
0.001957696;0;7831;11;1957696;2684;"#2684 com_rxin = 0;";
0.001960344;1;7841;10;1960344;2648;"#2648 com_rxin = 1;";
0.001963028;0;7852;11;1963028;2684;"#2684 com_rxin = 0;";
0.00196568;1;7863;11;1965680;2652;"#2652 com_rxin = 1;";
0.001968364;0;7873;10;1968364;2684;"#2684 com_rxin = 0;";
0.00197368;1;7895;22;1973680;5316;"#5316 com_rxin = 1;";
0.001976364;0;7905;10;1976364;2684;"#2684 com_rxin = 0;";
0.001979012;1;7916;11;1979012;2648;"#2648 com_rxin = 1;";
0.001981696;0;7927;11;1981696;2684;"#2684 com_rxin = 0;";
0.001984344;1;7937;10;1984344;2648;"#2648 com_rxin = 1;";
0.001987028;0;7948;11;1987028;2684;"#2684 com_rxin = 0;";
0.00198968;1;7959;11;1989680;2652;"#2652 com_rxin = 1;";
0.001992364;0;7969;10;1992364;2684;"#2684 com_rxin = 0;";
0.001995012;1;7980;11;1995012;2648;"#2648 com_rxin = 1;";
0.001997696;0;7991;11;1997696;2684;"#2684 com_rxin = 0;";
0.002000344;1;8001;10;2000344;2648;"#2648 com_rxin = 1;";
0.002003028;0;8012;11;2003028;2684;"#2684 com_rxin = 0;";
0.00200568;1;8023;11;2005680;2652;"#2652 com_rxin = 1;";
0.002008364;0;8033;10;2008364;2684;"#2684 com_rxin = 0;";
0.002011012;1;8044;11;2011012;2648;"#2648 com_rxin = 1;";
0.002013696;0;8055;11;2013696;2684;"#2684 com_rxin = 0;";
0.002016344;1;8065;10;2016344;2648;"#2648 com_rxin = 1;";
0.002019028;0;8076;11;2019028;2684;"#2684 com_rxin = 0;";
0.00202168;1;8087;11;2021680;2652;"#2652 com_rxin = 1;";
0.002024364;0;8097;10;2024364;2684;"#2684 com_rxin = 0;";
0.002027012;1;8108;11;2027012;2648;"#2648 com_rxin = 1;";
0.002029696;0;8119;11;2029696;2684;"#2684 com_rxin = 0;";
0.002032344;1;8129;10;2032344;2648;"#2648 com_rxin = 1;";
0.002035028;0;8140;11;2035028;2684;"#2684 com_rxin = 0;";
0.00203768;1;8151;11;2037680;2652;"#2652 com_rxin = 1;";
0.002040364;0;8161;10;2040364;2684;"#2684 com_rxin = 0;";
0.002043012;1;8172;11;2043012;2648;"#2648 com_rxin = 1;";
0.002045696;0;8183;11;2045696;2684;"#2684 com_rxin = 0;";
0.002048344;1;8193;10;2048344;2648;"#2648 com_rxin = 1;";
0.002051028;0;8204;11;2051028;2684;"#2684 com_rxin = 0;";
0.00205368;1;8215;11;2053680;2652;"#2652 com_rxin = 1;";
0.002056364;0;8225;10;2056364;2684;"#2684 com_rxin = 0;";
0.002059012;1;8236;11;2059012;2648;"#2648 com_rxin = 1;";
0.002061696;0;8247;11;2061696;2684;"#2684 com_rxin = 0;";
0.002064344;1;8257;10;2064344;2648;"#2648 com_rxin = 1;";
0.002067028;0;8268;11;2067028;2684;"#2684 com_rxin = 0;";
0.00206968;1;8279;11;2069680;2652;"#2652 com_rxin = 1;";
0.002072364;0;8289;10;2072364;2684;"#2684 com_rxin = 0;";
0.002075012;1;8300;11;2075012;2648;"#2648 com_rxin = 1;";
0.002077696;0;8311;11;2077696;2684;"#2684 com_rxin = 0;";
0.002080344;1;8321;10;2080344;2648;"#2648 com_rxin = 1;";
0.002083028;0;8332;11;2083028;2684;"#2684 com_rxin = 0;";
0.00208568;1;8343;11;2085680;2652;"#2652 com_rxin = 1;";
0.002099028;0;8396;53;2099028;13348;"#13348 com_rxin = 0;";
0.002107012;1;8428;32;2107012;7984;"#7984 com_rxin = 1;";
0.002109696;0;8439;11;2109696;2684;"#2684 com_rxin = 0;";
0.002115012;1;8460;21;2115012;5316;"#5316 com_rxin = 1;";
0.002117696;0;8471;11;2117696;2684;"#2684 com_rxin = 0;";
0.002120344;1;8481;10;2120344;2648;"#2648 com_rxin = 1;";
0.002128364;0;8513;32;2128364;8020;"#8020 com_rxin = 0;";
0.002131012;1;8524;11;2131012;2648;"#2648 com_rxin = 1;";
0.002149696;0;8599;75;2149696;18684;"#18684 com_rxin = 0;";
0.002152344;1;8609;10;2152344;2648;"#2648 com_rxin = 1;";
0.002939252;0;11757;3148;2939252;786908;"#786908 com_rxin = 0;";
0.002939392;1;11758;1;2939392;140;"#140 com_rxin = 1;";
0.002942412;0;11770;12;2942412;3020;"#3020 com_rxin = 0;";
0.002947724;1;11791;21;2947724;5312;"#5312 com_rxin = 1;";
0.002950412;0;11802;11;2950412;2688;"#2688 com_rxin = 0;";
0.002953056;1;11812;10;2953056;2644;"#2644 com_rxin = 1;";
0.002955744;0;11823;11;2955744;2688;"#2688 com_rxin = 0;";
0.002958388;1;11834;11;2958388;2644;"#2644 com_rxin = 1;";
0.00296108;0;11844;10;2961080;2692;"#2692 com_rxin = 0;";
0.00296372;1;11855;11;2963720;2640;"#2640 com_rxin = 1;";
0.002966412;0;11866;11;2966412;2692;"#2692 com_rxin = 0;";
0.002969056;1;11876;10;2969056;2644;"#2644 com_rxin = 1;";
0.002971744;0;11887;11;2971744;2688;"#2688 com_rxin = 0;";
0.002974388;1;11898;11;2974388;2644;"#2644 com_rxin = 1;";
0.00297708;0;11908;10;2977080;2692;"#2692 com_rxin = 0;";
0.002979724;1;11919;11;2979724;2644;"#2644 com_rxin = 1;";
0.002982412;0;11930;11;2982412;2688;"#2688 com_rxin = 0;";
0.002985056;1;11940;10;2985056;2644;"#2644 com_rxin = 1;";
0.002987744;0;11951;11;2987744;2688;"#2688 com_rxin = 0;";
0.002990388;1;11962;11;2990388;2644;"#2644 com_rxin = 1;";
0.00300908;0;12036;74;3009080;18692;"#18692 com_rxin = 0;";
0.003014392;1;12058;22;3014392;5312;"#5312 com_rxin = 1;";
0.00301708;0;12068;10;3017080;2688;"#2688 com_rxin = 0;";
0.00302506;1;12100;32;3025060;7980;"#7980 com_rxin = 1;";
0.003027748;0;12111;11;3027748;2688;"#2688 com_rxin = 0;";
0.003030392;1;12122;11;3030392;2644;"#2644 com_rxin = 1;";
0.00303308;0;12132;10;3033080;2688;"#2688 com_rxin = 0;";
0.003035724;1;12143;11;3035724;2644;"#2644 com_rxin = 1;";
0.003038412;0;12154;11;3038412;2688;"#2688 com_rxin = 0;";
0.003041056;1;12164;10;3041056;2644;"#2644 com_rxin = 1;";
0.003046412;0;12186;22;3046412;5356;"#5356 com_rxin = 0;";
0.003049056;1;12196;10;3049056;2644;"#2644 com_rxin = 1;";
0.003051748;0;12207;11;3051748;2692;"#2692 com_rxin = 0;";
0.003054392;1;12218;11;3054392;2644;"#2644 com_rxin = 1;";
0.00305708;0;12228;10;3057080;2688;"#2688 com_rxin = 0;";
0.003059724;1;12239;11;3059724;2644;"#2644 com_rxin = 1;";
0.003062412;0;12250;11;3062412;2688;"#2688 com_rxin = 0;";
0.003065056;1;12260;10;3065056;2644;"#2644 com_rxin = 1;";
0.003067748;0;12271;11;3067748;2692;"#2692 com_rxin = 0;";
0.003070388;1;12282;11;3070388;2640;"#2640 com_rxin = 1;";
0.00307308;0;12292;10;3073080;2692;"#2692 com_rxin = 0;";
0.003075724;1;12303;11;3075724;2644;"#2644 com_rxin = 1;";
0.003083748;0;12335;32;3083748;8024;"#8024 com_rxin = 0;";
0.003089056;1;12356;21;3089056;5308;"#5308 com_rxin = 1;";
0.00309708;0;12388;32;3097080;8024;"#8024 com_rxin = 0;";
0.003102392;1;12410;22;3102392;5312;"#5312 com_rxin = 1;";
0.003107748;0;12431;21;3107748;5356;"#5356 com_rxin = 0;";
0.003110392;1;12442;11;3110392;2644;"#2644 com_rxin = 1;";
0.003115748;0;12463;21;3115748;5356;"#5356 com_rxin = 0;";
0.003118392;1;12474;11;3118392;2644;"#2644 com_rxin = 1;";
0.00313708;0;12548;74;3137080;18688;"#18688 com_rxin = 0;";
0.003139724;1;12559;11;3139724;2644;"#2644 com_rxin = 1;";
0.003143548;0;12574;15;3143548;3824;"#3824 com_rxin = 0;";
0.003148848;1;12595;21;3148848;5300;"#5300 com_rxin = 1;";
0.003151548;0;12606;11;3151548;2700;"#2700 com_rxin = 0;";
0.00315418;1;12617;11;3154180;2632;"#2632 com_rxin = 1;";
0.00315688;0;12628;11;3156880;2700;"#2700 com_rxin = 0;";
0.003159512;1;12638;10;3159512;2632;"#2632 com_rxin = 1;";
0.003162216;0;12649;11;3162216;2704;"#2704 com_rxin = 0;";
0.003164844;1;12659;10;3164844;2628;"#2628 com_rxin = 1;";
0.003167548;0;12670;11;3167548;2704;"#2704 com_rxin = 0;";
0.00317018;1;12681;11;3170180;2632;"#2632 com_rxin = 1;";
0.00317288;0;12692;11;3172880;2700;"#2700 com_rxin = 0;";
0.003175512;1;12702;10;3175512;2632;"#2632 com_rxin = 1;";
0.003178212;0;12713;11;3178212;2700;"#2700 com_rxin = 0;";
0.003180844;1;12723;10;3180844;2632;"#2632 com_rxin = 1;";
0.003183544;0;12734;11;3183544;2700;"#2700 com_rxin = 0;";
0.003186176;1;12745;11;3186176;2632;"#2632 com_rxin = 1;";
0.00318888;0;12756;11;3188880;2704;"#2704 com_rxin = 0;";
0.003191512;1;12766;10;3191512;2632;"#2632 com_rxin = 1;";
0.003210212;0;12841;75;3210212;18700;"#18700 com_rxin = 0;";
0.003215512;1;12862;21;3215512;5300;"#5300 com_rxin = 1;";
0.003218212;0;12873;11;3218212;2700;"#2700 com_rxin = 0;";
0.003226176;1;12905;32;3226176;7964;"#7964 com_rxin = 1;";
0.003228876;0;12916;11;3228876;2700;"#2700 com_rxin = 0;";
0.003231508;1;12926;10;3231508;2632;"#2632 com_rxin = 1;";
0.003236876;0;12948;22;3236876;5368;"#5368 com_rxin = 0;";
0.003239508;1;12958;10;3239508;2632;"#2632 com_rxin = 1;";
0.003242212;0;12969;11;3242212;2704;"#2704 com_rxin = 0;";
0.003250176;1;13001;32;3250176;7964;"#7964 com_rxin = 1;";
0.003252876;0;13012;11;3252876;2700;"#2700 com_rxin = 0;";
0.003255508;1;13022;10;3255508;2632;"#2632 com_rxin = 1;";
0.003258208;0;13033;11;3258208;2700;"#2700 com_rxin = 0;";
0.003263508;1;13054;21;3263508;5300;"#5300 com_rxin = 1;";
0.003266208;0;13065;11;3266208;2700;"#2700 com_rxin = 0;";
0.00326884;1;13075;10;3268840;2632;"#2632 com_rxin = 1;";
0.003279544;0;13118;43;3279544;10704;"#10704 com_rxin = 0;";
0.003287508;1;13150;32;3287508;7964;"#7964 com_rxin = 1;";
0.003295544;0;13182;32;3295544;8036;"#8036 com_rxin = 0;";
0.003298172;1;13193;11;3298172;2628;"#2628 com_rxin = 1;";
0.003316876;0;13268;75;3316876;18704;"#18704 com_rxin = 0;";
0.003319504;1;13278;10;3319504;2628;"#2628 com_rxin = 1;";
0.003363;0;13452;174;3363000;43496;"#43496 com_rxin = 0;";
0.003368896;1;13476;24;3368896;5896;"#5896 com_rxin = 1;";
0.003371584;0;13486;10;3371584;2688;"#2688 com_rxin = 0;";
0.003374228;1;13497;11;3374228;2644;"#2644 com_rxin = 1;";
0.003376916;0;13508;11;3376916;2688;"#2688 com_rxin = 0;";
0.003379564;1;13518;10;3379564;2648;"#2648 com_rxin = 1;";
0.003382252;0;13529;11;3382252;2688;"#2688 com_rxin = 0;";
0.003384896;1;13540;11;3384896;2644;"#2644 com_rxin = 1;";
0.003387584;0;13550;10;3387584;2688;"#2688 com_rxin = 0;";
0.003390228;1;13561;11;3390228;2644;"#2644 com_rxin = 1;";
0.00339292;0;13572;11;3392920;2692;"#2692 com_rxin = 0;";
0.00339556;1;13582;10;3395560;2640;"#2640 com_rxin = 1;";
0.003398252;0;13593;11;3398252;2692;"#2692 com_rxin = 0;";
0.003400896;1;13604;11;3400896;2644;"#2644 com_rxin = 1;";
0.003403588;0;13614;10;3403588;2692;"#2692 com_rxin = 0;";
0.003406228;1;13625;11;3406228;2640;"#2640 com_rxin = 1;";
0.00340892;0;13636;11;3408920;2692;"#2692 com_rxin = 0;";
0.003411564;1;13646;10;3411564;2644;"#2644 com_rxin = 1;";
0.003430252;0;13721;75;3430252;18688;"#18688 com_rxin = 0;";
0.003435564;1;13742;21;3435564;5312;"#5312 com_rxin = 1;";
0.003438252;0;13753;11;3438252;2688;"#2688 com_rxin = 0;";
0.003446232;1;13785;32;3446232;7980;"#7980 com_rxin = 1;";
0.00344892;0;13796;11;3448920;2688;"#2688 com_rxin = 0;";
0.003451564;1;13806;10;3451564;2644;"#2644 com_rxin = 1;";
0.00345692;0;13828;22;3456920;5356;"#5356 com_rxin = 0;";
0.003459564;1;13838;10;3459564;2644;"#2644 com_rxin = 1;";
0.003462252;0;13849;11;3462252;2688;"#2688 com_rxin = 0;";
0.003467564;1;13870;21;3467564;5312;"#5312 com_rxin = 1;";
0.003470252;0;13881;11;3470252;2688;"#2688 com_rxin = 0;";
0.003472896;1;13892;11;3472896;2644;"#2644 com_rxin = 1;";
0.003475588;0;13902;10;3475588;2692;"#2692 com_rxin = 0;";
0.003483564;1;13934;32;3483564;7976;"#7976 com_rxin = 1;";
0.003486252;0;13945;11;3486252;2688;"#2688 com_rxin = 0;";
0.003488896;1;13956;11;3488896;2644;"#2644 com_rxin = 1;";
0.00349692;0;13988;32;3496920;8024;"#8024 com_rxin = 0;";
0.003499564;1;13998;10;3499564;2644;"#2644 com_rxin = 1;";
0.003507588;0;14030;32;3507588;8024;"#8024 com_rxin = 0;";
0.003510232;1;14041;11;3510232;2644;"#2644 com_rxin = 1;";
0.003515588;0;14062;21;3515588;5356;"#5356 com_rxin = 0;";
0.003518232;1;14073;11;3518232;2644;"#2644 com_rxin = 1;";
0.00353692;0;14148;75;3536920;18688;"#18688 com_rxin = 0;";
0.003539564;1;14158;10;3539564;2644;"#2644 com_rxin = 1;";
0.003543356;0;14173;15;3543356;3792;"#3792 com_rxin = 0;";
0.00354866;1;14195;22;3548660;5304;"#5304 com_rxin = 1;";
0.003551364;0;14205;10;3551364;2704;"#2704 com_rxin = 0;";
0.003553996;1;14216;11;3553996;2632;"#2632 com_rxin = 1;";
0.003556696;0;14227;11;3556696;2700;"#2700 com_rxin = 0;";
0.003559328;1;14237;10;3559328;2632;"#2632 com_rxin = 1;";
0.003562028;0;14248;11;3562028;2700;"#2700 com_rxin = 0;";
0.00356466;1;14259;11;3564660;2632;"#2632 com_rxin = 1;";
0.003567364;0;14269;10;3567364;2704;"#2704 com_rxin = 0;";
0.003569996;1;14280;11;3569996;2632;"#2632 com_rxin = 1;";
0.003572696;0;14291;11;3572696;2700;"#2700 com_rxin = 0;";
0.003575328;1;14301;10;3575328;2632;"#2632 com_rxin = 1;";
0.003578028;0;14312;11;3578028;2700;"#2700 com_rxin = 0;";
0.00358066;1;14323;11;3580660;2632;"#2632 com_rxin = 1;";
0.003583364;0;14333;10;3583364;2704;"#2704 com_rxin = 0;";
0.003585992;1;14344;11;3585992;2628;"#2628 com_rxin = 1;";
0.003588696;0;14355;11;3588696;2704;"#2704 com_rxin = 0;";
0.003591328;1;14365;10;3591328;2632;"#2632 com_rxin = 1;";
0.003610028;0;14440;75;3610028;18700;"#18700 com_rxin = 0;";
0.003615328;1;14461;21;3615328;5300;"#5300 com_rxin = 1;";
0.003618028;0;14472;11;3618028;2700;"#2700 com_rxin = 0;";
0.003625992;1;14504;32;3625992;7964;"#7964 com_rxin = 1;";
0.003628696;0;14515;11;3628696;2704;"#2704 com_rxin = 0;";
0.003631324;1;14525;10;3631324;2628;"#2628 com_rxin = 1;";
0.003634028;0;14536;11;3634028;2704;"#2704 com_rxin = 0;";
0.00363666;1;14547;11;3636660;2632;"#2632 com_rxin = 1;";
0.00363936;0;14557;10;3639360;2700;"#2700 com_rxin = 0;";
0.003641992;1;14568;11;3641992;2632;"#2632 com_rxin = 1;";
0.003650028;0;14600;32;3650028;8036;"#8036 com_rxin = 0;";
0.003652656;1;14611;11;3652656;2628;"#2628 com_rxin = 1;";
0.00365536;0;14621;10;3655360;2704;"#2704 com_rxin = 0;";
0.003657992;1;14632;11;3657992;2632;"#2632 com_rxin = 1;";
0.003666028;0;14664;32;3666028;8036;"#8036 com_rxin = 0;";
0.003668656;1;14675;11;3668656;2628;"#2628 com_rxin = 1;";
0.00367136;0;14685;10;3671360;2704;"#2704 com_rxin = 0;";
0.003673988;1;14696;11;3673988;2628;"#2628 com_rxin = 1;";
0.003676692;0;14707;11;3676692;2704;"#2704 com_rxin = 0;";
0.003679324;1;14717;10;3679324;2632;"#2632 com_rxin = 1;";
0.00368736;0;14749;32;3687360;8036;"#8036 com_rxin = 0;";
0.003689992;1;14760;11;3689992;2632;"#2632 com_rxin = 1;";
0.003692692;0;14771;11;3692692;2700;"#2700 com_rxin = 0;";
0.003695324;1;14781;10;3695324;2632;"#2632 com_rxin = 1;";
0.003700692;0;14803;22;3700692;5368;"#5368 com_rxin = 0;";
0.003703324;1;14813;10;3703324;2632;"#2632 com_rxin = 1;";
0.003708692;0;14835;22;3708692;5368;"#5368 com_rxin = 0;";
0.003711324;1;14845;10;3711324;2632;"#2632 com_rxin = 1;";
0.003714024;0;14856;11;3714024;2700;"#2700 com_rxin = 0;";
0.003716656;1;14867;11;3716656;2632;"#2632 com_rxin = 1;";
0.003719356;0;14877;10;3719356;2700;"#2700 com_rxin = 0;";
0.003721988;1;14888;11;3721988;2632;"#2632 com_rxin = 1;";
0.003724692;0;14899;11;3724692;2704;"#2704 com_rxin = 0;";
0.00372732;1;14909;10;3727320;2628;"#2628 com_rxin = 1;";
0.003740692;0;14963;54;3740692;13372;"#13372 com_rxin = 0;";
0.00374332;1;14973;10;3743320;2628;"#2628 com_rxin = 1;";
0.00374602;0;14984;11;3746020;2700;"#2700 com_rxin = 0;";
0.003748652;1;14995;11;3748652;2632;"#2632 com_rxin = 1;";
0.003751356;0;15005;10;3751356;2704;"#2704 com_rxin = 0;";
0.003753988;1;15016;11;3753988;2632;"#2632 com_rxin = 1;";
0.003756688;0;15027;11;3756688;2700;"#2700 com_rxin = 0;";
0.00375932;1;15037;10;3759320;2632;"#2632 com_rxin = 1;";
0.00376202;0;15048;11;3762020;2700;"#2700 com_rxin = 0;";
0.003764652;1;15059;11;3764652;2632;"#2632 com_rxin = 1;";
0.003767356;0;15069;10;3767356;2704;"#2704 com_rxin = 0;";
0.003769988;1;15080;11;3769988;2632;"#2632 com_rxin = 1;";
0.003772688;0;15091;11;3772688;2700;"#2700 com_rxin = 0;";
0.00377532;1;15101;10;3775320;2632;"#2632 com_rxin = 1;";
0.00377802;0;15112;11;3778020;2700;"#2700 com_rxin = 0;";
0.003780652;1;15123;11;3780652;2632;"#2632 com_rxin = 1;";
0.00378602;0;15144;21;3786020;5368;"#5368 com_rxin = 0;";
